,label,fullpath,img_dir,origin
id23_id33_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id33_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id33_0001,CelebDF-v2
id23_id33_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id33_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id33_0007,CelebDF-v2
id26_id34_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id34_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id34_0006,CelebDF-v2
id26_id33_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id33_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id33_0002,CelebDF-v2
id20_id34_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id34_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id34_0006,CelebDF-v2
id21_id29_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0002,CelebDF-v2
id21_id33_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id33_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id33_0009,CelebDF-v2
id21_id33_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id33_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id33_0007,CelebDF-v2
id21_id38_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0000,CelebDF-v2
id21_id38_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0009,CelebDF-v2
id23_id32_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0009,CelebDF-v2
id23_id32_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0006,CelebDF-v2
id20_id38_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id38_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id38_0008,CelebDF-v2
id23_id34_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0007,CelebDF-v2
id21_id32_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id32_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id32_0000,CelebDF-v2
id21_id33_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id33_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id33_0001,CelebDF-v2
id26_id33_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id33_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id33_0001,CelebDF-v2
id20_id38_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id38_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id38_0009,CelebDF-v2
id21_id29_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0009,CelebDF-v2
id21_id32_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id32_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id32_0008,CelebDF-v2
id23_id29_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0002,CelebDF-v2
id23_id32_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0001,CelebDF-v2
id26_id32_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id32_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id32_0002,CelebDF-v2
id21_id32_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id32_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id32_0006,CelebDF-v2
id20_id32_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id32_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id32_0005,CelebDF-v2
id23_id34_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0005,CelebDF-v2
id23_id38_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id38_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id38_0003,CelebDF-v2
id21_id34_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id34_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id34_0005,CelebDF-v2
id21_id38_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0001,CelebDF-v2
id23_id33_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id33_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id33_0006,CelebDF-v2
id23_id29_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0000,CelebDF-v2
id20_id38_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id38_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id38_0002,CelebDF-v2
id21_id29_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0005,CelebDF-v2
id23_id38_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id38_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id38_0007,CelebDF-v2
id23_id33_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id33_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id33_0003,CelebDF-v2
id23_id34_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0009,CelebDF-v2
id20_id32_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id32_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id32_0007,CelebDF-v2
id23_id33_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id33_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id33_0004,CelebDF-v2
id20_id33_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id33_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id33_0002,CelebDF-v2
id23_id29_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0004,CelebDF-v2
id21_id38_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0007,CelebDF-v2
id26_id34_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id34_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id34_0004,CelebDF-v2
id21_id34_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id34_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id34_0001,CelebDF-v2
id21_id32_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id32_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id32_0002,CelebDF-v2
id21_id32_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id32_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id32_0005,CelebDF-v2
id20_id33_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id33_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id33_0006,CelebDF-v2
id21_id29_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0001,CelebDF-v2
id23_id29_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0005,CelebDF-v2
id21_id38_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0008,CelebDF-v2
id23_id33_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id33_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id33_0002,CelebDF-v2
id20_id38_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id38_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id38_0000,CelebDF-v2
id26_id33_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id33_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id33_0003,CelebDF-v2
id21_id34_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id34_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id34_0009,CelebDF-v2
id20_id34_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id34_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id34_0008,CelebDF-v2
id20_id33_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id33_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id33_0000,CelebDF-v2
id20_id34_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id34_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id34_0002,CelebDF-v2
id20_id38_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id38_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id38_0006,CelebDF-v2
id26_id34_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id34_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id34_0003,CelebDF-v2
id23_id32_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0003,CelebDF-v2
id23_id29_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0001,CelebDF-v2
id21_id38_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0006,CelebDF-v2
id21_id33_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id33_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id33_0006,CelebDF-v2
id23_id33_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id33_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id33_0000,CelebDF-v2
id21_id32_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id32_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id32_0009,CelebDF-v2
id23_id32_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0007,CelebDF-v2
id21_id34_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id34_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id34_0006,CelebDF-v2
id20_id34_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id34_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id34_0000,CelebDF-v2
id23_id29_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0006,CelebDF-v2
id23_id34_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0002,CelebDF-v2
id21_id33_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id33_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id33_0000,CelebDF-v2
id23_id32_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0005,CelebDF-v2
id26_id34_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id34_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id34_0001,CelebDF-v2
id23_id34_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0000,CelebDF-v2
id23_id38_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id38_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id38_0000,CelebDF-v2
id21_id33_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id33_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id33_0008,CelebDF-v2
id21_id38_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0002,CelebDF-v2
id26_id32_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id32_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id32_0003,CelebDF-v2
id21_id29_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0004,CelebDF-v2
id21_id34_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id34_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id34_0004,CelebDF-v2
id23_id29_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0009,CelebDF-v2
id26_id32_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id32_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id32_0006,CelebDF-v2
id26_id29_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id29_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id29_0009,CelebDF-v2
id21_id38_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0005,CelebDF-v2
id20_id32_0009.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id32_0009.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id32_0009,CelebDF-v2
id23_id32_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0000,CelebDF-v2
id20_id32_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id32_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id32_0006,CelebDF-v2
id23_id34_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0006,CelebDF-v2
id21_id29_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0006,CelebDF-v2
id21_id34_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id34_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id34_0000,CelebDF-v2
id20_id32_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id32_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id32_0008,CelebDF-v2
id26_id29_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id29_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id29_0001,CelebDF-v2
id21_id38_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id38_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id38_0004,CelebDF-v2
id23_id34_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0003,CelebDF-v2
id21_id33_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id33_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id33_0005,CelebDF-v2
id21_id29_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0007,CelebDF-v2
id23_id38_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id38_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id38_0005,CelebDF-v2
id21_id34_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id34_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id34_0002,CelebDF-v2
id20_id33_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id33_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id33_0007,CelebDF-v2
id26_id32_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id32_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id32_0001,CelebDF-v2
id23_id34_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id34_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id34_0001,CelebDF-v2
id26_id33_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id33_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id33_0006,CelebDF-v2
id26_id32_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id32_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id32_0004,CelebDF-v2
id20_id33_0005.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id33_0005.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id33_0005,CelebDF-v2
id23_id38_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id38_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id38_0002,CelebDF-v2
id26_id29_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id29_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id29_0008,CelebDF-v2
id26_id29_0006.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id29_0006.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id29_0006,CelebDF-v2
id26_id29_0003.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id29_0003.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id29_0003,CelebDF-v2
id26_id29_0004.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id26_id29_0004.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id26_id29_0004,CelebDF-v2
id23_id32_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id32_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id32_0002,CelebDF-v2
id23_id29_0007.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id23_id29_0007.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id23_id29_0007,CelebDF-v2
id20_id33_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id33_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id33_0001,CelebDF-v2
id20_id33_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id20_id33_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id20_id33_0008,CelebDF-v2
id21_id29_0008.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0008.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0008,CelebDF-v2
id21_id29_0000.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id21_id29_0000.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id21_id29_0000,CelebDF-v2
id28_id32_0002.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id28_id32_0002.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id28_id32_0002,CelebDF-v2
id28_id34_0001.mp4,FAKE,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/Celeb-synthesis/id28_id34_0001.mp4,/content/drive/MyDrive/deepfake-detection/CelebDF-v2/faces/id28_id34_0001,CelebDF-v2
